,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Profit
7626,NCD54,,Low Fat,0.050790917,Household,142.8,OUT019,1985,Small,Tier1,Grocery Store,144.4786,14.4
7627,FDF28,15.7,Regular,0.037864721,Frozen Foods,124.1,OUT046,1997,Small,Tier1,Supermarket Type1,1120.5414,14.2
7628,FDD39,16.7,Low Fat,0.070551723,Dairy,217.7,OUT017,2007,,,Supermarket Type1,2163.85,12.2
7629,NCN54,20.35,Low Fat,0.021326471,Household,76.1,OUT046,1997,Small,Tier1,Supermarket Type1,772.328,7.3
7630,NCO41,12.5,Low Fat,0.018955479,Health and Hygiene,100.1,OUT017,2007,,,Supermarket Type1,2167.8448,14.4
7631,FDH45,15.1,Regular,0.105666833,Fruits and Vegetables,41.7,OUT046,1997,Small,Tier1,Supermarket Type1,495.3552,13.9
7632,NCD55,14.0,Low Fat,0.040725405,Household,43.4,OUT010,1998,,,Grocery Store,41.9454,14.2
7633,DRK35,8.365,Low Fat,0.072252888,Hard Drinks,39.7,OUT017,2007,,,Supermarket Type1,834.9132,12.3
7634,FDM25,10.695,Regular,0.061008889,Breakfast,177.6,OUT017,2007,,,Supermarket Type1,2636.568,13.7
7635,NCW30,5.21,Low Fat,0.011007815,Household,259.6,OUT035,2004,Small,Tier1,Supermarket Type1,2848.9582,14.1
7636,FDU15,13.65,Regular,0.0,Meat,38.0,OUT045,2002,,,Supermarket Type1,575.2512,14.5
7637,DRN35,8.01,Low Fat,0.070247589,Hard Drinks,37.6,OUT046,1997,Small,Tier1,Supermarket Type1,1366.2216,13.1
7638,FDN28,5.88,Regular,0.030294931,Frozen Foods,104.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,412.796,12.1
7639,NCK29,5.615,Low Fat,0.210511558,Health and Hygiene,121.4,OUT010,1998,,,Grocery Store,123.173,13.7
7640,FDA49,19.7,LF,0.0650227,Canned,87.0,OUT049,1999,Medium,Tier 2,Supermarket Type1,697.7584,13.0
7641,FDE40,,Regular,0.173587926,Dairy,60.0,OUT019,1985,Small,Tier1,Grocery Store,123.8388,12.2
7642,FDD52,18.25,Regular,0.183579854,Dairy,110.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,1977.426,14.6
7643,FDZ31,15.35,Regular,0.113678422,Fruits and Vegetables,189.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,2492.7552,14.2
7644,FDA13,,Low Fat,0.078174543,Canned,40.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,721.0614,14.7
7645,FDU08,10.3,Low Fat,0.027292686,Fruits and Vegetables,101.2,OUT013,1987,High,Tier 3,Supermarket Type1,396.8168,14.2
7646,FDU15,13.65,Regular,0.026602089,Meat,35.2,OUT046,1997,Small,Tier1,Supermarket Type1,790.9704,13.9
7647,FDD45,8.615,Low Fat,0.116226984,Fruits and Vegetables,95.9,OUT035,2004,Small,Tier1,Supermarket Type1,2741.7644,13.7
7648,FDY50,5.8,Low Fat,0.131221393,Dairy,87.8,OUT045,2002,,,Supermarket Type1,1070.6064,14.6
7649,FDD08,8.3,Low Fat,0.035409328,Fruits and Vegetables,36.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,834.9132,14.1
7650,NCE30,16.0,Low Fat,0.0,Household,210.5,OUT045,2002,,,Supermarket Type1,3610.6334,13.3
7651,FDB05,5.155,Low Fat,0.083327693,Frozen Foods,247.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,5944.2624,13.5
7652,FDS09,8.895,Regular,0.08125293,Snack Foods,49.8,OUT045,2002,,,Supermarket Type1,1062.6168,8.6
7653,FDZ07,15.1,Regular,0.0,Fruits and Vegetables,63.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,1362.2268,14.2
7654,FDS57,15.5,LF,0.103422709,Snack Foods,144.8,OUT035,2004,Small,Tier1,Supermarket Type1,1717.764,13.2
7655,FDX28,6.325,Low Fat,0.125688044,Frozen Foods,100.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,2083.2882,14.2
7656,FDN56,,Regular,0.187443314,Fruits and Vegetables,145.9,OUT019,1985,Small,Tier1,Grocery Store,288.9572,14.3
7657,FDX44,9.3,Low Fat,0.04295842,Fruits and Vegetables,89.3,OUT035,2004,Small,Tier1,Supermarket Type1,2051.9956,14.0
7658,NCF19,,Low Fat,0.034938717,Household,49.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,826.2578,12.0
7659,NCA17,20.6,LF,0.045603215,Health and Hygiene,149.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,4026.7584,14.0
7660,FDY40,15.5,Regular,0.085834992,Frozen Foods,49.7,OUT046,1997,Small,Tier1,Supermarket Type1,788.3072,14.3
7661,NCX54,9.195,Low Fat,0.048050783,Household,105.7,OUT035,2004,Small,Tier1,Supermarket Type1,1693.7952,14.3
7662,FDK28,5.695,Low Fat,0.065589906,Frozen Foods,258.3,OUT046,1997,Small,Tier1,Supermarket Type1,5410.9566,14.4
7663,FDI32,,Low Fat,0.173529036,Fruits and Vegetables,113.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,4376.9692,13.2
7664,FDT11,5.94,Regular,0.029492018,Breads,188.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,938.778,14.1
7665,FDO32,6.36,Low Fat,0.121225455,Fruits and Vegetables,45.9,OUT017,2007,,,Supermarket Type1,1118.544,14.2
7666,DRJ01,,Low Fat,0.114475357,Soft Drinks,160.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,2255.7304,14.1
7667,FDW02,4.805,Regular,0.0,Dairy,124.0,OUT045,2002,,,Supermarket Type1,2253.0672,14.2
7668,NCK30,14.85,Low Fat,0.060927824,Household,254.9,OUT013,1987,High,Tier 3,Supermarket Type1,4819.7262,14.1
7669,NCM43,14.5,Low Fat,0.019459164,Others,161.6,OUT013,1987,High,Tier 3,Supermarket Type1,2120.573,14.5
7670,FDJ14,10.3,Regular,0.050070476,Canned,77.9,OUT046,1997,Small,Tier1,Supermarket Type1,1278.336,13.5
7671,FDE59,12.15,Low Fat,0.06227604,Starchy Foods,38.0,OUT035,2004,Small,Tier1,Supermarket Type1,1078.596,14.7
7672,FDN10,11.5,Low Fat,0.046217345,Snack Foods,120.3,OUT045,2002,,,Supermarket Type1,474.0496,14.2
7673,NCC18,19.1,Low Fat,0.177270016,Household,174.0,OUT046,1997,Small,Tier1,Supermarket Type1,1724.422,13.5
7674,FDN34,,Regular,0.080127283,Snack Foods,168.7,OUT019,1985,Small,Tier1,Grocery Store,338.2264,13.8
7675,FDU12,15.5,Regular,0.076059648,Baking Goods,265.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,2109.2544,13.5
7676,FDR33,7.31,Low Fat,0.026788937,Snack Foods,110.4,OUT046,1997,Small,Tier1,Supermarket Type1,3185.853,13.8
7677,FDP33,18.7,Low Fat,0.089197963,Snack Foods,257.4,OUT013,1987,High,Tier 3,Supermarket Type1,2045.3376,14.6
7678,FDT49,7.0,Low Fat,0.151279591,Canned,107.0,OUT013,1987,High,Tier 3,Supermarket Type1,2876.256,14.6
7679,FDK02,12.5,Low Fat,0.112203445,Canned,121.1,OUT035,2004,Small,Tier1,Supermarket Type1,1438.128,14.0
7680,NCM07,9.395,Low Fat,0.039961837,Others,84.1,OUT046,1997,Small,Tier1,Supermarket Type1,419.454,12.7
7681,FDX38,10.5,Regular,0.048207017,Dairy,45.9,OUT046,1997,Small,Tier1,Supermarket Type1,575.2512,13.7
7682,FDS56,5.785,Regular,0.064871045,Fruits and Vegetables,262.1,OUT010,1998,,,Grocery Store,786.9756,13.4
7683,FDU26,16.7,Regular,0.042685217,Dairy,120.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,1072.6038,9.8
7684,FDR16,5.845,Regular,0.105181277,Frozen Foods,214.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,5343.045,4.1
7685,FDA58,9.395,Low Fat,0.103751236,Snack Foods,235.9,OUT046,1997,Small,Tier1,Supermarket Type1,942.7728,13.8
7686,FDI26,5.94,Low Fat,0.035028853,Canned,179.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1249.0408,13.7
7687,FDU36,6.15,Low Fat,0.046262201,Baking Goods,97.8,OUT035,2004,Small,Tier1,Supermarket Type1,2069.3064,14.1
7688,FDG60,20.35,Low Fat,0.060688248,Baking Goods,234.3,OUT035,2004,Small,Tier1,Supermarket Type1,4687.232,14.1
7689,FDH14,17.1,Regular,0.078347922,Canned,141.9,OUT010,1998,,,Grocery Store,280.9676,13.8
7690,FDQ37,,Low Fat,0.088828418,Breakfast,192.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,7943.6598,13.6
7691,FDW23,5.765,Low Fat,0.081944045,Baking Goods,36.7,OUT013,1987,High,Tier 3,Supermarket Type1,849.5608,13.1
7692,FDM03,12.65,Low Fat,0.123726711,Meat,107.8,OUT017,2007,,,Supermarket Type1,2251.0698,13.2
7693,FDB58,10.5,reg,0.013485235,Snack Foods,140.0,OUT013,1987,High,Tier 3,Supermarket Type1,3119.9388,14.8
7694,FDR09,18.25,Low Fat,0.077659918,Snack Foods,260.3,OUT013,1987,High,Tier 3,Supermarket Type1,1035.9848,13.9
7695,FDR48,11.65,Low Fat,0.0,Baking Goods,149.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1821.6288,14.0
7696,FDZ52,19.2,Low Fat,0.100074524,Frozen Foods,110.3,OUT046,1997,Small,Tier1,Supermarket Type1,778.3202,14.0
7697,DRD60,15.7,Low Fat,0.037289996,Soft Drinks,182.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,3453.5046,14.0
7698,FDJ14,10.3,Regular,0.050028809,Canned,80.1,OUT013,1987,High,Tier 3,Supermarket Type1,239.688,14.7
7699,NCY29,13.65,low fat,0.077234113,Health and Hygiene,56.9,OUT046,1997,Small,Tier1,Supermarket Type1,1188.453,12.7
7700,NCP41,16.6,Low Fat,0.016197216,Health and Hygiene,108.9,OUT013,1987,High,Tier 3,Supermarket Type1,970.7364,13.7
7701,FDK46,9.6,Low Fat,0.051571772,Snack Foods,258.5,OUT045,2002,,,Supermarket Type1,4673.916,14.3
7702,FDI48,11.85,Regular,0.055672032,Baking Goods,50.6,OUT013,1987,High,Tier 3,Supermarket Type1,922.7988,13.8
7703,FDX48,,reg,0.066336811,Baking Goods,154.2,OUT019,1985,Small,Tier1,Grocery Store,617.8624,14.3
7704,NCI29,8.6,Low Fat,0.032672263,Health and Hygiene,141.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,709.077,13.7
7705,FDL51,20.7,Regular,0.047491371,Dairy,214.0,OUT046,1997,Small,Tier1,Supermarket Type1,2143.876,10.8
7706,FDU21,11.8,Regular,0.077154417,Snack Foods,35.8,OUT017,2007,,,Supermarket Type1,577.2486,10.8
7707,FDA08,,Regular,0.087692636,Fruits and Vegetables,162.6,OUT019,1985,Small,Tier1,Grocery Store,328.9052,14.1
7708,FDK03,12.6,Regular,0.074221559,Dairy,255.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,4832.3764,14.2
7709,DRH39,20.7,Low Fat,0.092834313,Dairy,77.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,2220.443,14.5
7710,NCR18,15.85,Low Fat,0.020571083,Household,41.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,255.6672,14.6
7711,NCX42,6.36,Low Fat,0.005978595,Household,163.7,OUT046,1997,Small,Tier1,Supermarket Type1,1151.1682,14.5
7712,FDR15,9.3,reg,0.033489979,Meat,156.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,1241.0512,14.7
7713,FDN60,,Low Fat,0.166609517,Baking Goods,157.7,OUT019,1985,Small,Tier1,Grocery Store,316.9208,12.9
7714,FDH24,20.7,Low Fat,0.021552357,Baking Goods,157.0,OUT017,2007,,,Supermarket Type1,2985.4472,14.1
7715,FDY50,,Low Fat,0.130321652,Dairy,88.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,3301.0364,11.8
7716,FDT26,18.85,Regular,0.068059156,Dairy,120.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,1797.66,13.9
7717,NCC30,16.6,Low Fat,0.027573983,Household,176.6,OUT035,2004,Small,Tier1,Supermarket Type1,2676.516,14.4
7718,NCE43,12.5,low fat,0.103442268,Household,170.8,OUT046,1997,Small,Tier1,Supermarket Type1,4942.8992,13.1
7719,DRK39,7.02,Low Fat,0.0,Dairy,83.8,OUT017,2007,,,Supermarket Type1,1414.825,13.3
7720,FDL16,12.85,Low Fat,0.168312678,Frozen Foods,45.9,OUT013,1987,High,Tier 3,Supermarket Type1,885.514,13.9
7721,FDQ36,7.855,Regular,0.162205516,Baking Goods,36.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,1155.8288,13.7
7722,FDS34,19.35,reg,0.076744561,Snack Foods,113.5,OUT035,2004,Small,Tier1,Supermarket Type1,1593.9252,14.0
7723,FDN32,17.5,Low Fat,0.015591925,Fruits and Vegetables,184.8,OUT045,2002,,,Supermarket Type1,2766.399,12.3
7724,FDZ23,17.75,Regular,0.067639698,Baking Goods,187.6,OUT045,2002,,,Supermarket Type1,1491.392,12.6
7725,DRL49,13.15,Low Fat,0.056516756,Soft Drinks,143.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,854.8872,14.0
7726,FDG33,5.365,Regular,0.140213762,Seafood,173.8,OUT035,2004,Small,Tier1,Supermarket Type1,4637.9628,14.3
7727,FDG04,13.1,Low Fat,0.006075007,Frozen Foods,187.6,OUT045,2002,,,Supermarket Type1,2432.1674,14.3
7728,FDR04,7.075,Low Fat,0.022612742,Frozen Foods,97.0,OUT045,2002,,,Supermarket Type1,1944.136,14.7
7729,FDF52,9.3,LF,0.066770664,Frozen Foods,180.5,OUT035,2004,Small,Tier1,Supermarket Type1,2189.1504,14.4
7730,FDT36,12.3,Low Fat,0.186250852,Baking Goods,37.3,OUT010,1998,,,Grocery Store,176.437,14.3
7731,FDH17,16.2,Regular,0.016639482,Frozen Foods,95.9,OUT013,1987,High,Tier 3,Supermarket Type1,1076.5986,13.2
7732,NCL42,18.85,Low Fat,0.040599963,Household,244.0,OUT017,2007,,,Supermarket Type1,5635.3312,14.3
7733,DRN35,8.01,Low Fat,0.070533748,Hard Drinks,34.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,467.3916,13.4
7734,FDL21,,Regular,0.01251245,Snack Foods,38.7,OUT019,1985,Small,Tier1,Grocery Store,79.896,13.4
7735,FDX07,,Regular,0.022807826,Fruits and Vegetables,183.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,4577.375,13.8
7736,FDW16,17.35,Regular,0.041474232,Frozen Foods,93.1,OUT046,1997,Small,Tier1,Supermarket Type1,826.9236,10.5
7737,FDS11,,Regular,0.055289464,Breads,222.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,7158.6816,14.5
7738,NCZ54,14.65,Low Fat,0.083698962,Household,163.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,2599.2832,14.2
7739,FDH32,12.8,Low Fat,0.076045655,Fruits and Vegetables,96.5,OUT035,2004,Small,Tier1,Supermarket Type1,3765.099,14.0
7740,NCQ17,0.0,Low Fat,0.116366304,Health and Hygiene,158.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,4068.038,14.0
7741,FDK38,6.65,Low Fat,0.053279839,Canned,147.8,OUT035,2004,Small,Tier1,Supermarket Type1,2078.6276,13.9
7742,NCF55,6.675,Low Fat,0.021648305,Household,35.7,OUT013,1987,High,Tier 3,Supermarket Type1,952.7598,14.5
7743,FDW39,6.69,Regular,0.037060755,Meat,176.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1411.496,14.4
7744,FDX36,0.0,Regular,0.224607399,Baking Goods,223.1,OUT019,1985,Small,Tier1,Grocery Store,450.0808,14.7
7745,FDD47,7.6,reg,0.142699588,Starchy Foods,171.7,OUT045,2002,,,Supermarket Type1,4431.5648,14.8
7746,FDQ46,7.51,Low Fat,0.103726639,Snack Foods,110.7,OUT013,1987,High,Tier 3,Supermarket Type1,1901.5248,13.3
7747,FDE56,0.0,Regular,0.158424516,Fruits and Vegetables,62.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,2291.0178,13.9
7748,FDY39,0.0,Regular,0.08234117,Meat,185.8,OUT019,1985,Small,Tier1,Grocery Store,1470.0864,13.6
7749,FDG05,11.0,Regular,0.087847141,Frozen Foods,156.9,OUT046,1997,Small,Tier1,Supermarket Type1,2972.797,14.5
7750,NCR54,0.0,Low Fat,0.158562708,Household,194.7,OUT019,1985,Small,Tier1,Grocery Store,196.411,14.2
7751,FDX57,17.25,reg,0.047458754,Snack Foods,95.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1263.6884,8.2
7752,FDC17,0.0,Low Fat,0.015385857,Frozen Foods,209.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,9678.0688,13.2
7753,DRL60,0.0,Low Fat,0.047377447,Soft Drinks,150.7,OUT019,1985,Small,Tier1,Grocery Store,457.4046,14.6
7754,FDO32,6.36,Low Fat,0.120443298,Fruits and Vegetables,45.4,OUT013,1987,High,Tier 3,Supermarket Type1,1118.544,14.3
7755,NCO29,11.15,Low Fat,0.032229348,Health and Hygiene,163.3,OUT013,1987,High,Tier 3,Supermarket Type1,1480.0734,13.3
7756,FDJ36,0.0,Regular,0.127638966,Baking Goods,104.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,2563.33,13.1
7757,NCF54,18.0,Low Fat,0.047473135,Household,170.5,OUT045,2002,,,Supermarket Type1,3103.9596,14.5
7758,FDV04,7.825,Regular,0.149986868,Frozen Foods,158.8,OUT035,2004,Small,Tier1,Supermarket Type1,1414.1592,12.4
7759,NCK30,14.85,Low Fat,0.102065622,Household,254.3,OUT010,1998,,,Grocery Store,1775.6886,14.5
7760,FDX09,0.0,Low Fat,0.114243048,Snack Foods,174.9,OUT019,1985,Small,Tier1,Grocery Store,176.437,14.6
7761,FDH53,20.5,Regular,0.019183756,Frozen Foods,83.8,OUT013,1987,High,Tier 3,Supermarket Type1,1403.5064,14.0
7762,FDT22,10.395,Low Fat,0.112324552,Snack Foods,60.6,OUT045,2002,,,Supermarket Type1,778.986,14.5
7763,DRF25,0.0,Low Fat,0.068153091,Soft Drinks,36.0,OUT019,1985,Small,Tier1,Grocery Store,73.238,13.6
7764,FDG56,13.3,Regular,0.071597469,Fruits and Vegetables,60.9,OUT045,2002,,,Supermarket Type1,918.804,14.0
7765,FDG38,0.0,Regular,0.052473797,Canned,83.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,3494.1184,11.2
7766,FDS34,19.35,Regular,0.076914745,Snack Foods,114.9,OUT045,2002,,,Supermarket Type1,1707.777,14.2
7767,FDP44,16.5,Regular,0.079837509,Fruits and Vegetables,102.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,1743.0644,14.1
7768,FDW03,5.63,Regular,0.024520854,Meat,102.8,OUT013,1987,High,Tier 3,Supermarket Type1,1986.0814,14.4
7769,FDU25,12.35,LF,0.02678995,Canned,58.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,926.7936,13.3
7770,NCR17,9.8,Low Fat,0.024432767,Health and Hygiene,116.4,OUT045,2002,,,Supermarket Type1,2780.3808,14.5
7771,FDY39,5.305,Regular,0.047220268,Meat,182.0,OUT018,2009,Medium,Tier 2,Supermarket Type2,2388.8904,13.7
7772,FDA03,18.5,Regular,0.045534457,Dairy,146.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,3645.255,14.4
7773,FDG58,10.695,Regular,0.0,Snack Foods,156.2,OUT046,1997,Small,Tier1,Supermarket Type1,1869.5664,14.5
7774,NCB19,6.525,Low Fat,0.090806457,Household,86.5,OUT017,2007,,,Supermarket Type1,1631.8758,14.2
7775,FDI07,12.35,Regular,0.033813351,Meat,198.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,3757.1094,14.4
7776,NCS06,7.935,Low Fat,0.031730739,Household,261.1,OUT035,2004,Small,Tier1,Supermarket Type1,2366.919,14.1
7777,FDX03,15.85,Regular,0.102262138,Meat,47.2,OUT010,1998,,,Grocery Store,90.5488,14.6
7778,NCK29,5.615,LF,0.0,Health and Hygiene,122.0,OUT046,1997,Small,Tier1,Supermarket Type1,2463.46,13.6
7779,FDH16,10.5,Low Fat,0.052511611,Frozen Foods,90.8,OUT013,1987,High,Tier 3,Supermarket Type1,1258.362,1.4
7780,FDA55,0.0,Regular,0.056713056,Fruits and Vegetables,223.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,5592.72,13.8
7781,FDS20,8.85,Low Fat,0.053950661,Fruits and Vegetables,182.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,4925.5884,14.3
7782,FDS31,13.1,Regular,0.044192372,Fruits and Vegetables,180.3,OUT046,1997,Small,Tier1,Supermarket Type1,2345.6134,13.5
7783,FDA23,0.0,Low Fat,0.046958533,Baking Goods,101.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,2327.6368,14.6
7784,NCU18,15.1,Low Fat,0.055829496,Household,140.2,OUT035,2004,Small,Tier1,Supermarket Type1,2681.8424,13.1
7785,FDE11,17.7,Regular,0.13498355,Starchy Foods,184.5,OUT013,1987,High,Tier 3,Supermarket Type1,3146.5708,12.6
7786,FDE44,14.65,Low Fat,0.0,Fruits and Vegetables,49.8,OUT045,2002,,,Supermarket Type1,837.5764,14.3
7787,FDV51,16.35,Low Fat,0.032538896,Meat,165.8,OUT046,1997,Small,Tier1,Supermarket Type1,2652.5472,13.0
7788,FDK51,19.85,Low Fat,0.005264755,Dairy,264.6,OUT017,2007,,,Supermarket Type1,5829.7448,12.6
7789,FDR36,6.715,Regular,0.121832956,Baking Goods,43.5,OUT045,2002,,,Supermarket Type1,838.908,13.8
7790,FDU40,20.85,Low Fat,0.037403973,Frozen Foods,192.5,OUT046,1997,Small,Tier1,Supermarket Type1,2906.217,8.7
7791,FDU37,0.0,Regular,0.10400212,Canned,79.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,4074.696,13.6
7792,FDV47,17.1,low fat,0.054162439,Breads,85.4,OUT013,1987,High,Tier 3,Supermarket Type1,1775.6886,11.2
7793,FDF04,0.0,Low Fat,0.023876708,Frozen Foods,258.6,OUT019,1985,Small,Tier1,Grocery Store,516.6608,13.8
7794,FDX16,17.85,Low Fat,0.065797601,Frozen Foods,147.8,OUT035,2004,Small,Tier1,Supermarket Type1,1947.465,14.3
7795,NCL05,19.6,Low Fat,0.047857804,Health and Hygiene,45.1,OUT013,1987,High,Tier 3,Supermarket Type1,605.878,13.6
7796,NCL30,0.0,Low Fat,0.048703432,Household,125.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,7158.6816,14.4
7797,NCR06,12.5,Low Fat,0.006765149,Household,41.7,OUT046,1997,Small,Tier1,Supermarket Type1,383.5008,7.5
7798,FDX03,15.85,Regular,0.06121988,Meat,45.7,OUT045,2002,,,Supermarket Type1,633.8416,13.8
7799,FDR32,6.78,Regular,0.0,Fruits and Vegetables,227.5,OUT046,1997,Small,Tier1,Supermarket Type1,3197.1716,14.4
7800,FDX04,19.6,Regular,0.041563696,Frozen Foods,47.6,OUT035,2004,Small,Tier1,Supermarket Type1,335.5632,14.5
7801,DRH01,17.5,Low Fat,0.098457814,Soft Drinks,171.8,OUT017,2007,,,Supermarket Type1,2432.8332,13.7
7802,FDO57,20.75,Low Fat,0.108930629,Snack Foods,161.0,OUT045,2002,,,Supermarket Type1,1444.1202,12.4
7803,FDD11,,Low Fat,0.03046847,Starchy Foods,254.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,3036.048,14.0
7804,DRM47,9.3,Low Fat,0.073288275,Hard Drinks,189.2,OUT010,1998,,,Grocery Store,382.1692,14.7
7805,NCC54,17.75,Low Fat,0.097692448,Health and Hygiene,242.4,OUT035,2004,Small,Tier1,Supermarket Type1,5543.4508,14.7
7806,FDC45,17.0,Low Fat,0.135944247,Fruits and Vegetables,171.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,1539.9954,14.4
7807,FDW46,,Regular,0.123089128,Snack Foods,63.6,OUT019,1985,Small,Tier1,Grocery Store,65.2484,14.6
7808,FDP40,4.555,Regular,0.034328578,Frozen Foods,110.2,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984,13.9
7809,FDM08,10.1,Regular,0.089688978,Fruits and Vegetables,225.5,OUT010,1998,,,Grocery Store,1342.2528,10.3
7810,FDV52,20.7,Regular,0.121709653,Frozen Foods,119.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,2003.3922,13.8
7811,DRB24,8.785,Low Fat,0.020618957,Soft Drinks,153.1,OUT045,2002,,,Supermarket Type1,4170.5712,13.8
7812,NCC54,17.75,LF,0.163548055,Health and Hygiene,239.3,OUT010,1998,,,Grocery Store,723.0588,14.5
7813,FDV38,,Low Fat,0.178192864,Dairy,55.0,OUT019,1985,Small,Tier1,Grocery Store,109.1912,14.5
7814,FDB36,5.465,Regular,0.048625599,Baking Goods,129.3,OUT045,2002,,,Supermarket Type1,1311.626,13.9
7815,DRH51,,Low Fat,0.170213676,Dairy,89.6,OUT019,1985,Small,Tier1,Grocery Store,175.7712,14.8
7816,FDV45,,Low Fat,0.044829295,Snack Foods,187.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,7510.224,12.1
7817,NCL29,,Low Fat,0.113387677,Health and Hygiene,157.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,1584.604,14.7
7818,FDU14,17.75,Low Fat,0.058168807,Dairy,249.6,OUT010,1998,,,Grocery Store,499.35,13.3
7819,FDH17,16.2,Regular,0.016650191,Frozen Foods,97.5,OUT035,2004,Small,Tier1,Supermarket Type1,1174.4712,14.3
7820,FDQ15,20.35,Regular,0.151044881,Meat,79.2,OUT035,2004,Small,Tier1,Supermarket Type1,649.8208,14.4
7821,FDZ44,8.185,Low Fat,0.038948125,Fruits and Vegetables,115.5,OUT017,2007,,,Supermarket Type1,820.2656,14.2
7822,FDM32,20.5,Low Fat,0.020688969,Fruits and Vegetables,88.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,719.064,8.3
7823,NCP29,8.42,Low Fat,0.112249781,Health and Hygiene,64.3,OUT035,2004,Small,Tier1,Supermarket Type1,703.0848,11.5
7824,FDG53,10.0,Low Fat,0.046116319,Frozen Foods,141.8,OUT017,2007,,,Supermarket Type1,838.908,13.3
7825,FDT25,7.5,Low Fat,0.050957715,Canned,122.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,2572.6512,14.3
7826,FDM39,,Low Fat,0.053211728,Dairy,177.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,8417.7094,13.8
7827,FDW35,10.6,Low Fat,0.011111714,Breads,43.8,OUT045,2002,,,Supermarket Type1,671.1264,13.3
7828,FDD10,20.6,Regular,0.077029195,Snack Foods,177.2,OUT010,1998,,,Grocery Store,892.172,12.3
7829,FDH08,,Low Fat,0.017344679,Fruits and Vegetables,230.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,5283.123,14.5
7830,DRG37,16.2,Low Fat,0.019457372,Soft Drinks,154.0,OUT018,2009,Medium,Tier 2,Supermarket Type2,1246.3776,13.6
7831,FDU01,20.25,Regular,0.012063121,Canned,183.6,OUT017,2007,,,Supermarket Type1,2406.2012,13.1
7832,NCZ17,12.15,Low Fat,0.079755214,Health and Hygiene,36.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,493.3578,14.4
7833,FDU34,,LF,0.074830794,Snack Foods,125.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,4482.1656,12.8
